player_name,elo,hard_elo,clay_elo,grass_elo,rank,rank_points,age,ht,is_left,matches_played,win_last_5,win_last_25,win_last_50,win_last_100,elo_grad_20,elo_grad_35,elo_grad_50,elo_grad_100
Hendri Susilo Pramono,1626.2947450939646,1626.2947450939646,1626.2947450939646,1626.2947450939646,657.0,20.0,46.2,185.67156964873536,0,11,1.0,1.0,1.0,1.0,23.39640153024493,23.39640153024493,23.39640153024493,23.39640153024493
Michael Ryderstedt,1551.512446482314,1509.0993221782999,1445.7648060000754,1551.512446482314,457.0,76.0,40.8,188.0,1,24,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,19.493750067917972,151.5124464823141,151.5124464823141,151.5124464823141
Issam Al Tawil,1337.444667720971,1329.2416969925794,1400.0,1337.444667720971,918.0,11.0,35.7,186.27336318231923,0,5,0.2,0.2,0.2,0.2,-62.55533227902902,-62.55533227902902,-62.55533227902902,-62.55533227902902
Ilija Martinoski,1354.1571358175404,1372.8507747521799,1398.9307733091043,1354.1571358175404,928.0,18.0,35.9,185.67156964873536,0,5,0.2,0.2,0.2,0.2,-45.84286418245961,-45.84286418245961,-45.84286418245961,-45.84286418245961
Ivan Sergeyev,1512.686691429513,1512.686691429513,1512.686691429513,1512.686691429513,163.0,306.0,37.1,175.0,0,5,0.8,0.8,0.8,0.8,112.68669142951308,112.68669142951308,112.68669142951308,112.68669142951308
Puriwat Chatpatcharoen,1383.1810254762622,1400.0,1383.1810254762622,1383.1810254762622,727.0,33.0,29.5,185.67156964873536,0,1,0.0,0.0,0.0,0.0,-16.81897452373778,-16.81897452373778,-16.81897452373778,-16.81897452373778
Mahesh Bhupathi,1694.2469655616699,1726.432017802193,1694.2469655616699,1737.2315385401241,2000.0,0.0,50.8,185.0,0,54,0.0,0.0,0.0,0.0,-60.8909593557039,-60.8909593557039,-60.8909593557039,-60.8909593557039
Jose Hernandez,1440.0525018318274,1418.8842490903523,1390.8533085192405,1440.0525018318274,289.0,142.0,34.9,183.0,0,25,0.6,0.44,0.44,0.44,5.12573415492966,40.052501831827385,40.052501831827385,40.052501831827385
Dmitriy Makeyev,1323.8078243513273,1400.1565659133053,1400.0,1323.8078243513273,1245.0,3.0,40.2,185.67156964873536,0,10,0.4,0.2,0.2,0.2,-76.19217564867267,-76.19217564867267,-76.19217564867267,-76.19217564867267
Sanjar Fayziev,1330.3918946471833,1355.3634668734112,1415.6151938164808,1392.9016460807115,510.0,62.0,30.5,188.0,0,14,0.4,0.14285714285714285,0.14285714285714285,0.14285714285714285,-69.60810535281666,-69.60810535281666,-69.60810535281666,-69.60810535281666
